,sn_mva,tap_neutral,tap_pos,tap_step_percent,vk_percent
571,1187.0,,,,29.75951240108724
572,1186.0,,,,30.06315676860087
573,1186.0,,,,29.89928082758594
574,99.999,0.0,1.0,9.21050000000001,1.973680263
575,99.999,0.0,1.0,9.21050000000001,1.973680263
576,99.999,0.0,1.0,4.44439999999999,54.18345816
577,99.999,0.0,1.0,4.44439999999999,54.18345816
578,99.999,0.0,1.0,4.44439999999999,54.18345816
579,99.999,0.0,1.0,11.1111,14.285557143
580,99.999,0.0,1.0,11.1111,21.914680851
581,99.999,,,,36.679033206
582,99.999,,,,36.679033206
583,99.999,,,,36.679033206
584,99.999,,,,36.679033206
585,99.999,0.0,1.0,6.05260000000001,14.99985
586,99.999,0.0,1.0,6.05260000000001,14.99985
587,99.999,0.0,1.0,6.05260000000001,14.99985
588,1050.0,0.0,1.0,5.2632,13.24155
589,586.0,0.0,1.0,5.2632,7.390046
590,1095.0,0.0,1.0,5.2632,13.809045
591,651.0,0.0,1.0,5.2632,8.209761
592,99.999,0.0,1.0,8.0978,4.820651793
593,99.999,0.0,1.0,8.0978,4.820651793
594,99.999,0.0,1.0,6.57890000000001,4.396456035
595,99.999,0.0,1.0,6.05260000000001,3.44196558
596,99.999,0.0,1.0,6.05260000000001,6.50593494
597,99.999,0.0,1.0,5.4667,16.142738571
598,99.999,0.0,1.0,5.4667,17.93082069
599,99.999,0.0,1.0,5.4667,16.142738571
600,99.999,0.0,1.0,5.4667,17.93082069
601,99.999,0.0,1.0,5.4667,17.93082069
602,99.999,0.0,1.0,8.0978,4.496455035
603,99.999,0.0,1.0,4.2667,11.242787571
604,99.999,0.0,1.0,8.8889,18.339516603
605,1111.0,0.0,1.0,9.21050000000001,14.093035
606,1102.0,0.0,1.0,9.21050000000001,13.97887
607,99.999,0.0,1.0,9.21050000000001,1.268487315
608,1094.0,0.0,1.0,9.21050000000001,13.87739
609,1571.0,0.0,1.0,9.21050000000001,14.615013
610,501.0,0.0,1.0,9.21050000000001,4.660803
611,99.999,0.0,1.0,1.3333,20.005999938
612,99.999,0.0,1.0,1.3333,20.005999938
613,99.999,0.0,1.0,1.3333,20.005999938
614,99.999,0.0,1.0,1.3333,20.005999938
615,99.999,0.0,1.0,1.3333,20.005999938
616,99.999,0.0,1.0,1.3333,20.005999938
617,99.999,0.0,1.0,8.8889,45.317746818
618,773.0,0.0,1.0,9.21050000000001,6.886657
619,706.0,0.0,1.0,9.21050000000001,6.289754
620,778.0,0.0,1.0,9.21050000000001,6.931202
621,99.999,0.0,1.0,8.84450000000001,12.888771111
622,99.999,0.0,1.0,4.31109999999999,13.337066628
623,99.999,0.0,1.0,8.84450000000001,13.337066628
624,99.999,0.0,1.0,8.0978,4.820651793
625,99.999,0.0,1.0,7.7631,5.407345926
626,99.999,0.0,1.0,7.7631,5.407345926
627,1059.0,0.0,1.0,9.21050000000001,13.433415
628,1069.0,0.0,1.0,9.21050000000001,13.481159
629,1063.0,0.0,1.0,9.21050000000001,13.405493
630,1271.0,0.0,1.0,9.21050000000001,11.765647
631,1192.0,0.0,1.0,9.21050000000001,11.034344
632,494.0,0.0,1.0,6.57890000000001,4.572958
633,1758.0,0.0,1.0,6.57890000000001,16.273806
634,99.999,0.0,1.0,9.66670000000001,6.57893421
635,99.999,0.0,1.0,9.66670000000001,6.57893421
636,99.999,0.0,1.0,5.77780000000001,9.9999
637,99.999,0.0,1.0,8.88439999999999,1.95398046
638,695.0,0.0,1.0,8.88439999999999,14.057765
639,372.0,0.0,1.0,8.88439999999999,7.26888
640,99.999,0.0,1.0,9.21050000000001,2.157578424
641,99.999,0.0,1.0,7.57779999999999,24.2397576
642,99.999,0.0,1.0,7.57779999999999,24.2397576
643,99.999,0.0,1.0,7.57779999999999,24.2397576
644,99.999,0.0,1.0,7.57779999999999,24.2397576
645,99.999,0.0,1.0,7.57779999999999,24.2397576
646,99.999,0.0,1.0,7.57779999999999,24.2397576
647,99.999,0.0,1.0,9.21050000000001,1.268487315
648,99.999,0.0,1.0,9.21050000000001,1.268487315
649,99.999,0.0,1.0,9.21050000000001,1.261087389
650,99.999,0.0,1.0,9.21050000000001,1.261087389
651,99.999,0.0,1.0,4.44439999999999,18.181618182
652,295.0,0.0,1.0,9.48,12.163145
653,99.999,0.0,1.0,6.2667,27.349126506
654,298.0,0.0,1.0,4.44439999999999,9.783638
655,1033.0,0.0,1.0,9.21050000000001,13.103605
656,1033.0,0.0,1.0,9.21050000000001,13.103605
657,1033.0,0.0,1.0,9.21050000000001,13.103605
658,298.0,0.0,1.0,9.21050000000001,3.78013
659,99.999,0.0,1.0,4.44439999999999,34.583454162
660,1037.0,0.0,1.0,6.57890000000001,9.647211
661,1014.0,0.0,1.0,6.57890000000001,9.433242
662,99.999,0.0,1.0,5.6743,12.821271786
663,99.999,0.0,1.0,5.6743,12.821271786
664,99.999,0.0,1.0,5.6743,12.821271786
665,99.999,0.0,1.0,5.77780000000001,14.837351625
666,99.999,0.0,1.0,5.77780000000001,14.837351625
667,1545.0,0.0,1.0,6.57890000000001,13.764405
668,1545.0,0.0,1.0,6.57890000000001,13.764405
669,99.999,0.0,1.0,6.6667,45.727742718
670,99.999,0.0,1.0,6.2222,4.247557524
671,99.999,0.0,1.0,5.33330000000001,30.279197205
672,771.0,0.0,1.0,9.21050000000001,9.780135
673,776.0,0.0,1.0,9.21050000000001,9.84356
674,771.0,0.0,1.0,9.21050000000001,9.780135
675,771.0,0.0,1.0,9.21050000000001,9.780135
676,771.0,0.0,1.0,9.21050000000001,9.780135
677,253.0,0.0,1.0,9.21050000000001,3.209305
678,99.999,0.0,1.0,8.1067,4.111158888
679,99.999,0.0,1.0,8.08880000000001,2.908070919
680,99.999,0.0,1.0,8.0978,4.496455035
681,99.999,0.0,1.0,8.88439999999999,2.022679773
682,328.0,0.0,1.0,10.30789999999999,6.952616
683,99.999,0.0,1.0,7.6889,37.284227154
684,99.999,0.0,1.0,7.6889,37.284227154
685,99.999,0.0,1.0,3.55559999999999,46.013939856
686,99.999,0.0,1.0,5.4667,31.285387143
687,99.999,0.0,1.0,5.4667,31.285387143
688,99.999,0.0,1.0,5.4667,31.285387143
689,99.999,0.0,1.0,5.4667,31.285387143
690,99.999,0.0,1.0,8.0978,4.820651793
691,99.999,0.0,1.0,7.511,22.007579922
692,99.999,0.0,1.0,7.511,22.007579922
693,99.999,0.0,1.0,5.33330000000001,32.940870588
694,99.999,0.0,1.0,5.33330000000001,32.940870588
695,99.999,0.0,1.0,5.33330000000001,32.940870588
696,99.999,0.0,1.0,8.8889,18.163418364
697,99.999,0.0,1.0,7.5556,36.010939887
698,99.999,0.0,1.0,7.5556,36.010939887
699,99.999,0.0,1.0,8.0978,4.496455035
700,99.999,0.0,1.0,8.0978,4.496455035
701,99.999,0.0,1.0,13.7778,48.27461724899999
702,99.999,0.0,1.0,4.31109999999999,10.63189368
703,99.999,0.0,1.0,4.31109999999999,10.63189368
704,99.999,0.0,1.0,9.77779999999999,8.463515364
705,99.999,0.0,1.0,4.44439999999999,3.172268277
706,99.999,0.0,1.0,7.24450000000001,25.60774392
707,99.999,0.0,1.0,7.24450000000001,25.60774392
708,99.999,0.0,1.0,7.511,5.1599484
709,99.999,0.0,1.0,7.511,5.1599484
710,99.999,0.0,1.0,9.21050000000001,5.9199408
711,99.999,0.0,1.0,9.21050000000001,5.9599404
712,99.999,0.0,1.0,9.21050000000001,5.9599404
713,99.999,0.0,1.0,9.21050000000001,5.97194028
714,1124.0,0.0,1.0,9.21050000000001,14.25794
715,1110.0,0.0,1.0,9.21050000000001,14.08035
716,99.999,0.0,1.0,4.0,3.29896701
717,99.999,0.0,1.0,6.05260000000001,3.426865731
718,1644.0,0.0,1.0,9.21050000000001,15.294132
719,99.999,0.0,1.0,6.6667,14.415255846
720,99.999,0.0,1.0,6.6667,14.415255846
721,884.0,0.0,1.0,9.21050000000001,7.875556
722,859.0,0.0,1.0,9.21050000000001,7.652831
723,861.0,0.0,1.0,9.21050000000001,7.670649
724,430.0,0.0,1.0,9.21050000000001,3.83087
725,99.999,0.0,1.0,4.44439999999999,38.97881020800001
726,1340.0,0.0,1.0,9.21050000000001,12.46602
727,413.0,0.0,1.0,9.21050000000001,3.842139
728,99.999,0.0,1.0,10.30789999999999,2.148478515
729,99.999,0.0,1.0,10.30789999999999,2.148478515
730,99.999,0.0,1.0,10.30789999999999,2.148478515
731,99.999,0.0,1.0,9.21050000000001,1.973680263
732,99.999,0.0,1.0,4.8889,31.438485612
733,99.999,0.0,1.0,4.8889,31.438485612
734,99.999,0.0,1.0,4.8889,31.438485612
735,99.999,0.0,1.0,5.33330000000001,15.629743701
736,99.999,0.0,1.0,5.33330000000001,15.629743701
737,99.999,0.0,1.0,8.0978,4.496455035
738,712.0,0.0,1.0,8.88439999999999,14.401624
739,99.999,0.0,1.0,2.6667,21.436485633
740,99.999,0.0,1.0,4.44439999999999,73.354066452
741,99.999,,,,43.101268983
742,266.0,0.0,1.0,6.6667,12.434968
743,99.999,0.0,1.0,2.2222,28.363316364
744,99.999,,,,15.504644952
745,99.999,,,,15.504644952
746,99.999,,,,15.504644952
747,99.999,0.0,1.0,5.2632,7.7399226
748,99.999,0.0,1.0,3.14220000000001,6.03693963
749,99.999,0.0,1.0,5.2632,7.7399226
750,99.999,0.0,1.0,5.2632,7.7399226
751,99.999,0.0,1.0,2.2222,31.758782409
752,99.999,0.0,1.0,3.4667,30.23089768800001
753,99.999,0.0,1.0,8.00000000000001,73.36176637499999
754,99.999,0.0,1.0,2.2222,8.882711172
755,1620.0,0.0,1.0,9.21050000000001,15.07086
756,986.0,0.0,1.0,9.21050000000001,9.172758
757,99.999,0.0,1.0,8.10230000000001,3.594164058
758,273.0,0.0,1.0,8.88439999999999,5.377281
759,99.999,0.0,1.0,11.57900000000001,3.741862581
760,99.999,0.0,1.0,11.57900000000001,3.711662883
761,99.999,0.0,1.0,4.8889,22.599774
762,99.999,0.0,1.0,6.9841,33.9596604
763,919.0,0.0,1.0,9.21050000000001,11.589509
764,277.0,0.0,1.0,9.21050000000001,3.493247
765,99.999,0.0,1.0,4.44439999999999,19.9198008
766,99.999,0.0,1.0,4.44439999999999,19.9198008
767,99.999,0.0,1.0,8.8889,19.327106727
768,99.999,0.0,1.0,6.57890000000001,9.276407235
769,99.999,0.0,1.0,6.57890000000001,9.276407235
770,99.999,0.0,1.0,6.57890000000001,9.276407235
771,99.999,0.0,1.0,6.57890000000001,9.276407235
772,785.0,0.0,1.0,4.44439999999999,10.023665
773,849.0,0.0,1.0,4.44439999999999,10.840881
774,855.0,0.0,1.0,4.44439999999999,10.917495
775,688.0,0.0,1.0,4.44439999999999,8.785072
776,99.999,0.0,1.0,4.8889,5.058749412
777,99.999,0.0,1.0,4.8889,5.058749412
778,99.999,0.0,1.0,4.8889,5.058749412
779,99.999,0.0,1.0,8.0978,4.496455035
780,99.999,0.0,1.0,8.0978,4.496455035
781,99.999,0.0,1.0,4.44439999999999,15.12484875
782,99.999,0.0,1.0,4.44439999999999,15.12484875
