,vn_kv,load_p_mw,max_gen_p_mw,min_gen_p_mw,price_1,price_2,x_pos,y_pos
472,225.0,167.4,,,,,12.8134782438,-9.5798854964
473,380.0,,,,,,23.0638921306,-18.0134878353
474,225.0,35.1,,,,,16.261786785,-14.2945511078
475,225.0,,,,,,24.580386182,-16.7883915149
476,380.0,,,,,,28.2866556374,-9.5373896845
477,63.0,4.8,,,,,32.4295128239,-0.8162497805
478,380.0,,,,,,14.1008080381,-9.9353797427
479,380.0,,,,,,14.0901242701,-9.7001419144
480,380.0,,,,,,14.1113673084,-10.2270965807
481,225.0,168.9,,,,,15.316072658,-9.7625661179
482,380.0,,,,,,26.6771564088,-17.0782170665
483,380.0,,,,,,26.5257467568,-17.0868312246
484,225.0,28.8,,,,,28.9642925844,-19.778884418
485,63.0,,,,,,26.7332096363,4.5172674096
486,20.0,,,,,,20.1519689041,-14.3329537564
487,225.0,,,,,,20.4560078385,-13.8577081035
488,380.0,,,,,,21.0696489036,-13.3306709594
489,225.0,89.2,,,,,16.1330082884,-8.0195537019
490,380.0,27.7,,,,,20.5954866393,-10.683693533
491,380.0,6.6,,,,,20.5417870455,-10.5612672103
492,63.0,24.9,,,,,25.7627170398,-10.0744056786
493,63.0,,,,,,34.1725498079,-12.5077851754
494,225.0,1.4,,,,,29.7774999788,-13.8967180615
495,63.0,,,,,,38.3830494629,-7.2018832004
496,225.0,49.2,,,,,16.2055164554,-19.0878969932
497,225.0,32.7,,,,,27.3574022906,-21.3706928156
498,225.0,26.4,,,,,27.074708216,-21.4763216988
499,63.0,,,,,,34.7555744093,-4.5044913298
500,20.0,,500.0,15.0,12.579745858651853,0.3726332628390261,31.4989998996,-9.8498810242
501,20.0,,500.0,15.0,15.822411232852156,0.3467714602485512,31.5321578035,-9.4700102692
502,380.0,,,,,,30.4671404072,-9.6181395006
503,63.0,2.5,,,,,23.6101755785,-1.1077813422
504,225.0,134.5,,,,,18.9314542599,-6.7331585882
505,63.0,9.6,,,,,21.9522138098,2.6466875197
506,225.0,40.9,,,,,25.5110496415,-16.7856784902
507,150.0,10.2,,,,,37.9312394787,-7.1524733558
508,63.0,0.0,,,,,32.6879409729,-3.2702152904
509,63.0,,500.0,1.4,11.616287104437871,0.2281405536018752,16.8155405043,-0.9353617034
510,63.0,0.0,,,,,26.8111656446,-3.1222587044
511,225.0,79.2,,,,,14.6131730192,-14.8765225733
512,225.0,18.1,,,,,31.5392100943,-13.0838914893
513,225.0,18.1,,,,,26.5457020231,-12.1793056437
514,225.0,56.8,,,,,23.1750771273,-21.3078407418
515,225.0,2.9,,,,,21.4808526378,-9.6576734702
516,63.0,11.4,,,,,26.1153052802,3.1129529237
517,225.0,95.8,,,,,10.9866475536,-9.5350319692
518,225.0,30.3,,,,,28.7850000445,-1.7534182934
519,20.0,22.5,,,,,30.8350684672,-7.0516169183
520,225.0,23.1,,,,,30.09434062,-7.3580407435
521,225.0,118.2,,,,,33.5667521001,-11.3486423397
522,63.0,24.8,,,,,35.0966301053,3.4845255191
523,225.0,54.2,,,,,14.8139728514,-14.2854474426
524,225.0,18.3,,,,,17.1571817983,-17.0128885158
525,225.0,18.0,,,,,17.3883112435,-17.214980929
526,225.0,169.8,,,,,16.5748384094,-17.1817255352
527,45.0,,,,,,39.9040517471,-9.4345785442
528,225.0,5.1,,,,,25.2756384542,-20.6927336197
529,225.0,205.5,,,,,15.5736074951,-10.3772692873
530,225.0,,,,,,12.3579680486,-10.900884906
531,225.0,0.7,,,,,12.4775147084,-9.4809825172
532,225.0,9.2,,,,,12.355419385,-10.6538546865
533,380.0,0.6,,,,,14.0090354119,-10.9110280877
534,63.0,5.2,,,,,17.6634021102,-2.5054354039
535,225.0,,,,,,31.3965835121,-7.6950974424
536,225.0,30.9,,,,,14.7805782806,-14.0219514809
537,225.0,43.2,,,,,26.5565547807,-20.1243214874
538,225.0,100.0,,,,,16.8453366473,-20.2610033889
539,225.0,33.6,,,,,29.8709949848,-12.6679476015
540,225.0,93.2,,,,,29.402960929,-12.7199714915
541,380.0,,,,,,28.5454702655,-12.0873486474
542,225.0,1.3,,,,,13.3238664512,-10.2025163121
543,380.0,,,,,,14.7979695885,-10.6788212983
544,225.0,94.7,,,,,24.5848591496,-15.0039701743
545,225.0,25.3,,,,,25.0018796626,-16.360688442
546,225.0,57.2,,,,,26.9192482742,-12.2559131336
547,63.0,,,,,,29.2721995507,1.0946678958
548,225.0,,,,,,28.741301059,-0.6496322925
549,225.0,,500.0,12.4,15.981338197650198,0.3904430524982167,18.5121516408,-6.8722321231
550,225.0,,500.0,8.28,18.258235772560106,0.1894920681930048,20.8021264757,-5.3393376262
551,63.0,14.0,,,,,21.564011257,-2.6457418976
552,63.0,,,,,,28.5164567347,-2.4223073151
553,380.0,,,,,,26.4697710684,-7.539143921
554,63.0,7.1,,,,,26.0692795375,-11.5010985342
555,225.0,7.0,,,,,31.9242974566,-5.1704829238
556,225.0,49.1,,,,,13.2123673585,-15.6144667284
557,63.0,0.1,,,,,23.3015066252,3.1077779608
558,63.0,,,,,,29.7911870545,-7.3840046897
559,63.0,17.1,,,,,30.3596751288,-8.3619235337
560,225.0,,,,,,29.23234708,-7.951084055
561,225.0,,,,,,31.3403818349,-8.1631742638
562,225.0,,,,,,29.2229263314,-7.4197973028
563,380.0,,,,,,28.1423059018,-8.30629433
564,225.0,29.8,,,,,31.1920669162,-13.655042382
565,63.0,4.2,,,,,17.6749921699,-7.8958604347
566,225.0,89.10000000000001,,,,,28.0047073064,-12.885994824
567,150.0,,,,,,33.4854782262,-14.0153130448
568,63.0,13.4,,,,,25.6528475437,-10.7195245066
569,63.0,33.7,,,,,25.3341681361,-9.7193213444
570,225.0,51.3,,,,,24.6423488888,-22.8023864156
571,63.0,0.2,,,,,22.7930296854,2.3866258599
572,20.0,,,,,,28.0113234297,-13.4463755853
573,225.0,35.9,,,,,29.0057830348,-13.5253915873
574,380.0,,,,,,26.8590085163,-12.5336466192
575,63.0,23.4,,,,,27.5720711116,-3.6099040296
576,225.0,62.3,,,,,25.0614595777,-16.8987985074
577,225.0,,,,,,15.0712977793,-15.3385020164
578,380.0,,,,,,27.6492865378,-10.5972345381
579,380.0,,,,,,27.6133349227,-10.5584978133
580,225.0,33.4,,,,,21.1515391708,-22.3452825615
581,225.0,28.1,,,,,19.9024822482,-19.1605466048
582,225.0,8.6,,,,,25.1678845242,-4.8965250114
583,225.0,,,,,,25.3751152799,-22.8342701793
584,225.0,46.7,,,,,33.0241016952,-9.0266830874
585,63.0,,500.0,1.6,11.563917185109473,0.4439930216503173,16.9445249736,-0.5814013778
586,63.0,,,,,,18.1207177431,-6.0109124781
587,225.0,1.8,,,,,28.2704001312,-4.7511159334
588,380.0,,,,,,26.1800355054,-7.7333315943
589,380.0,,,,,,26.3034887118,-7.6859141045
590,380.0,,,,,,26.4644425073,-7.6917918373
591,380.0,,,,,,26.2656645291,-7.7699949182
592,63.0,,,,,,30.0328543984,1.4133415504
593,225.0,9.0,,,,,32.2596462875,-14.3331894076
594,63.0,21.5,,,,,34.0226811678,-2.3017859697
595,150.0,,,,,,30.3160087417,1.8559215912
596,63.0,,,,,,21.4266588992,-2.1679559076
597,63.0,,500.0,3.4,17.34300519317053,0.1111746583967834,18.3035888525,-6.6539563486
598,45.0,0.6,,,,,38.0450019685,-12.0762278868
599,45.0,23.2,,,,,37.945012311,-12.4241169908
600,63.0,1.8,,,,,26.7777206641,-3.4493031826
601,63.0,14.6,,,,,24.5135290526,-0.2770625426
602,225.0,17.0,,,,,25.200110046,-1.9907831246
603,45.0,,500.0,2.48,14.08643432078822,0.3482276250399868,38.4580642558,-10.3203034894
604,225.0,77.9,,,,,19.2021402313,-8.7598437079
605,380.0,,,,,,20.2480781,-8.8656130643
606,225.0,14.3,,,,,26.1821654128,-14.5177291358
607,225.0,,,,,,30.5722060456,-5.9264508425
608,63.0,0.0,,,,,32.4136590624,-3.4304381908
609,225.0,19.0,,,,,27.8242614569,-11.5658313986
610,225.0,60.0,,,,,27.849800839,-15.9148275854
611,225.0,36.1,,,,,29.9723844081,-10.4448059087
612,20.0,,500.0,2.2,17.786879043633302,0.360935490404394,30.3926073908,4.4019397401
613,150.0,,,,,,30.883453545,2.8217098788
614,63.0,10.1,,,,,25.3050546198,-11.3644547903
615,225.0,130.2,,,,,17.7888294342,-12.5925000642
616,225.0,,,,,,29.7199800546,-16.591163255
617,225.0,,,,,,23.859579896,1.7154396789
618,225.0,,,,,,24.4193530558,1.8589434122
619,63.0,,500.0,2.6,18.03970567611009,0.3636848476595589,35.266734027,5.669392663
620,225.0,41.3,,,,,13.28227697,-23.6009310581
621,63.0,35.7,,,,,22.9164357404,-0.7050812117
622,225.0,87.8,,,,,22.7021327136,-19.1553163175
623,63.0,4.9,,,,,18.4842855769,-8.6259740299
624,225.0,29.9,,,,,25.6186785587,-21.3882742886
625,63.0,0.0,,,,,21.7765091527,0.8107526158
626,63.0,23.6,,,,,23.7052480871,1.6046880763
627,225.0,146.1,,,,,21.8525300352,-14.6121926768
628,225.0,,,,,,17.1625121547,-16.8494172955
629,63.0,3.0,,,,,18.1083199314,-5.3199546082
630,63.0,21.3,,,,,34.1162050292,-6.8144402225
631,63.0,,,,,,28.2371664896,-2.5232081261
632,63.0,6.4,,,,,31.1223361301,-10.860213444
633,225.0,35.4,,,,,22.0862190605,-15.8213384353
634,63.0,,,,,,35.6105247471,-3.8885934069
635,63.0,,,,,,33.8217373842,-13.1769983914
636,63.0,0.0,,,,,24.6202243983,-5.6658629382
637,63.0,0.3,,,,,24.9196386206,-5.4094450375
638,63.0,,,,,,32.0646271392,-10.9325895885
639,225.0,,,,,,30.1934332217,-10.3289897403
640,20.0,26.0,,,,,11.3720795412,-14.0387999479
641,225.0,58.4,,,,,12.7176826871,-13.6658763476
642,63.0,3.1,,,,,23.2356300236,-0.7861655938
643,63.0,,,,,,24.2624610702,0.9272025494
644,63.0,,500.0,5.0,17.860714435268505,0.4204172145135837,29.3411525139,3.7116395948
645,63.0,21.8,,,,,21.926870131,-2.5723511258
646,225.0,30.9,,,,,12.221627539,-16.4066827914
647,225.0,,,,,,29.4458820875,-17.5080018132
648,225.0,69.60000000000001,,,,,32.8929433573,1.8563322549
649,225.0,16.0,,,,,29.0061733083,-16.0035647958
650,63.0,19.7,,,,,17.7087063869,-8.5896023089
651,63.0,,500.0,5.0,15.922870186558129,0.2348197230755972,31.0549551313,1.3102139613
652,63.0,5.8,,,,,36.274974534,-5.0400854337
653,225.0,129.1,,,,,26.7306894269,-12.2845138999
654,63.0,3.7,,,,,26.1866275862,-4.2872157997
655,63.0,7.8,,,,,25.8031335562,-4.4413174719
656,225.0,,,,,,26.1171870279,-5.272631843
657,63.0,,,,,,35.0012260914,-5.1016199049
658,225.0,41.8,,,,,26.1049492179,-10.8843830248
659,225.0,9.0,,,,,27.5325374936,-13.0744757108
660,20.0,,,,,,19.8726718779,-12.7057993638
661,225.0,35.7,,,,,19.319723912,-12.4601624747
662,380.0,,,,,,20.8791889978,-12.3359613088
663,225.0,27.3,,,,,26.3980780151,-14.5853864159
664,225.0,49.3,,,,,18.0693422847,-6.70859863
665,225.0,,,,,,16.770355124,-19.6611830681
666,63.0,26.2,,,,,26.2479148844,-10.7613908057
667,63.0,3.3,,,,,25.515245201,1.9032760186
668,225.0,,,,,,25.8856901246,0.1265938028
669,45.0,,,,,,27.2030703186,-21.7063136923
670,150.0,,,,,,28.7990506091,-23.0835193428
671,225.0,,,,,,26.5544245698,-20.2559416324
672,225.0,28.4,,,,,30.5326163932,-7.9617017238
673,225.0,22.0,,,,,23.0187698578,-21.8041047524
674,225.0,,,,,,25.3341428089,-24.7323394869
675,380.0,,,,,,33.675285339,-10.1604459704
676,225.0,,,,,,15.0193167148,-3.0379244777
677,225.0,49.1,,,,,29.1526522047,-17.8782869968
678,225.0,237.70000000000002,,,,,27.0919864083,-6.3891028294
679,63.0,13.9,,,,,25.2067081375,0.9336614544
680,63.0,9.1,,,,,28.0392643001,-1.9452265772
681,63.0,19.7,,,,,32.4551655985,-2.4207935925
682,225.0,,,,,,8.4934506981,-8.964727305
683,225.0,88.8,,,,,16.5877049156,-10.2849717436
684,380.0,,,,,,16.3679022455,-10.7544758748
685,17.0,,,,,,22.6434502286,-26.0518159839
686,17.0,,500.0,44.0,16.64489202825603,0.1037597639983324,21.0305892552,-25.7229738262
687,17.0,,500.0,44.0,16.46567286775609,0.4406333722291504,22.0350537952,-25.9742039276
688,17.0,,,,,,21.6034159439,-25.8836564557
689,225.0,,,,,,22.3701172923,-24.8817970598
690,225.0,,,,,,21.4523785818,-24.671039522
691,225.0,64.5,,,,,10.1341239929,-13.5777761514
692,20.0,,,,,,12.7368252704,-12.9943428264
693,225.0,69.7,,,,,12.4650371467,-12.2202900834
694,380.0,91.60000000000001,,,,,15.1745511103,-12.5119292395
695,225.0,,,,,,20.3882315363,-7.2966085253
696,380.0,,,,,,21.1831223126,-7.7272958753
697,225.0,64.7,,,,,17.4311009169,-8.7936291336
698,63.0,9.6,,,,,16.2544966391,-4.2070457837
699,225.0,29.7,,,,,10.2122829864,-8.099170878
700,225.0,9.6,,,,,24.9469383945,-22.6465628813
701,63.0,24.1,,,,,31.9832281756,-1.1972699565
702,225.0,12.4,,,,,20.180972326,-19.1073417292
703,225.0,119.10000000000001,,,,,15.0617688683,-16.9832747352
704,63.0,,,,,,32.956926171,-9.5509287474
705,63.0,16.0,,,,,32.7369962316,-10.7480437055
706,225.0,7.4,,,,,21.9862119136,-24.7287346868
707,63.0,6.6,,,,,23.8118357022,-5.0494872609
708,225.0,28.4,,,,,26.3454450216,-3.3875673305
709,380.0,,,,,,23.1744051675,-12.389828774
710,380.0,,,,,,22.9079838273,-12.3311182421
711,380.0,,,,,,23.0902536355,-12.4570230559
712,380.0,,,,,,23.020553967,-12.3473730512
713,225.0,59.7,,,,,32.8944957156,2.9356990597
714,63.0,24.9,500.0,2.04,14.256364789640507,0.4188196119887336,35.0129244043,-7.7009563248
715,225.0,,,,,,26.8812653999,-8.3200568753
716,380.0,,,,,,26.2335364788,-8.8968392272
717,63.0,18.1,,,,,34.5099084901,-6.8101806675
718,225.0,81.5,,,,,21.0815133334,-21.5881165848
719,225.0,17.0,,,,,26.9641177731,-6.5616669457
720,63.0,28.0,,,,,27.7558504735,-0.7445308396
721,20.0,,,,,,20.7583315561,-10.3648522716
722,20.0,,,,,,20.8458020033,-10.4129889628
723,225.0,63.8,,,,,19.9016257645,-9.720538067
724,380.0,,,,,,21.7158732709,-10.0769249227
725,225.0,147.9,,,,,16.2508547868,-16.2533750009
726,225.0,40.0,,,,,14.7159204391,-17.1187106964
727,225.0,,,,,,13.3443898158,-19.7154723879
728,63.0,19.0,,,,,32.2744407061,-5.4365660927
729,225.0,,,,,,17.3515763356,-8.6608611317
730,63.0,31.8,,,,,28.8378899205,0.2744250105
731,63.0,38.2,,,,,30.5059344237,0.4456527974
732,63.0,7.3,,,,,29.8331288816,4.6445267555
733,150.0,,,,,,30.4361256283,3.2266635678
734,63.0,2.6,,,,,19.1974894149,-7.9965097165
735,63.0,1.5,,,,,19.5595053948,-7.9607205262
736,225.0,,,,,,20.9316906169,-8.1289544067
737,45.0,0.1,,,,,39.7687460825,-11.0169026463
738,225.0,14.0,,,,,26.1852740429,-21.1687922638
739,225.0,25.9,,,,,25.921447039,-21.2287654465
740,225.0,,500.0,15.6,15.135683337577431,0.305023515861503,33.7987688884,-15.1854737214
741,225.0,28.7,,,,,26.6164268379,-22.0182060299
742,63.0,18.1,,,,,27.761810339,-0.0039223397
743,225.0,,,,,,27.7538729208,-1.7494172107
744,63.0,17.4,,,,,28.809655066,4.0901663112
745,225.0,,500.0,10.4,15.012578437160972,0.4484010290279808,16.3691699385,-12.8580306518
746,63.0,10.2,,,,,18.7284833608,-0.269042525
747,63.0,,,,,,28.7238567906,1.1335107409
748,225.0,29.2,,,,,28.7359786634,-22.7195137981
749,63.0,0.1,,,,,27.155116149,2.9770049152
750,225.0,6.0,,,,,23.7075825291,-21.664492376
751,225.0,44.8,,,,,32.2244710547,-17.6877215636
752,225.0,54.0,,,,,34.4176747669,-16.6305385702
753,63.0,11.3,,,,,31.950560518,-7.5522943358
754,225.0,,,,,,30.3070039487,-7.5701754804
755,63.0,,500.0,2.2,10.370838109187993,0.2620408216374668,34.7661134342,-5.6995111675
756,63.0,,,,,,23.7045205556,5.3993669191
757,63.0,,,,,,27.42896493,-2.0211808508
758,225.0,58.1,,,,,27.5378691671,-3.07385047
759,380.0,,,,,,29.6705230427,-15.9819369784
760,380.0,,,,,,30.0184649826,-15.5431896056
761,225.0,,,,,,31.7139234294,-16.7421233353
762,225.0,,,,,,31.9439746039,-16.3640706535
763,63.0,0.0,,,,,22.3142758014,0.9280963175
764,63.0,,500.0,5.78,17.08116095181514,0.4376825434326501,15.5018687899,-6.7973936799
765,225.0,46.1,,,,,26.8724805088,-21.9124796843
766,225.0,43.2,,,,,20.4078606871,-20.2866902517
767,225.0,39.2,,,,,20.9472311497,-20.4885766648
768,225.0,37.4,,,,,21.3841955611,-20.6797030681
769,225.0,36.3,,,,,20.6676637589,-20.4156102822
770,225.0,,,,,,21.6069755937,-19.3195244059
771,225.0,69.3,,,,,28.7401468182,-21.2242576038
772,225.0,41.8,,,,,22.4897282811,-20.8234158253
773,225.0,38.2,,,,,22.1908231665,-20.8231771504
774,225.0,54.0,,,,,15.1305705785,-9.8035895605
775,63.0,,,,,,20.0351512963,-0.5639601056
776,225.0,9.0,,,,,28.3234419925,-3.0821667867
777,225.0,82.9,,,,,15.6686915659,-8.4168164307
778,63.0,10.6,,,,,21.6886090807,-1.608284021
779,225.0,0.1,,,,,34.0725601306,-20.0662841345
780,225.0,0.1,,,,,34.4662459082,-19.687673787
781,380.0,,,,,,29.3521562234,-15.5269614514
782,380.0,,,,,,29.1026594361,-15.7684838069
783,225.0,,,,,,33.9132080563,-18.7652206754
784,20.0,,500.0,8.0,16.204306002170096,0.3903110534814923,36.7700382935,-19.0885844008
785,20.0,,500.0,8.0,17.77808534617243,0.3518318411564988,35.132942225,-21.0796999574
786,20.0,,500.0,8.0,14.594094656478791,0.4929718094529126,36.5635704659,-19.4251880227
787,225.0,,,,,,35.3955286841,-18.7322751667
788,225.0,,,,,,34.3279269077,-20.0120333568
789,225.0,,,,,,35.218291826,-18.9908069566
790,63.0,,,,,,24.7132247118,0.0551355782
791,63.0,8.9,,,,,25.0265438364,0.0516474538
792,225.0,,,,,,25.5017292958,-1.1220125504
793,63.0,30.4,,,,,23.9645012304,-10.7621288654
794,63.0,18.0,,,,,17.5410728981,-6.2981614919
795,225.0,0.4,,,,,27.3579265625,-6.6893403313
796,63.0,,,,,,24.9874391735,-2.7070865886
797,380.0,6.3,,,,,12.7165673081,-17.0469426538
798,380.0,23.1,,,,,12.9468455176,-17.4034975948
799,380.0,1.3,,,,,12.96861942,-17.1798966136
800,380.0,1.3,,,,,12.6180333099,-16.5766111783
801,225.0,12.9,,,,,24.6784300228,-22.4690851243
802,63.0,0.2,,,,,17.5517324132,-9.8640793341
803,225.0,,,,,,21.1763038816,-18.0035378676
804,225.0,166.4,,,,,16.2679170441,-8.7544455545
805,225.0,122.5,,,,,14.1825048149,-15.4972435716
806,225.0,76.0,,,,,30.1983208843,-13.4229168741
807,225.0,113.3,,,,,15.7991788979,-7.859889434
808,63.0,53.2,,,,,19.8826892468,-3.3236430897
809,225.0,,,,,,21.4569139226,-5.1321896824
810,63.0,,,,,,25.2875900778,3.2162159939
811,225.0,21.8,,,,,14.2205616981,-22.9277417828
812,225.0,24.9,,,,,15.0779099586,-23.5570107626
813,225.0,25.9,,,,,22.1836802459,-22.6343636521
814,225.0,47.1,,,,,21.883315321,-11.0806255571
815,225.0,81.0,,,,,25.0851048731,-19.907487777
816,63.0,,,,,,22.251380682,-3.8620989386
817,225.0,,,,,,23.2971736908,-5.5783464468
818,225.0,5.6,,,,,21.2851746843,-23.0855053572
819,225.0,24.5,,,,,29.4879670521,-13.0020522169
820,380.0,,,,,,28.2354757936,-12.5384747436
821,63.0,31.2,,,,,21.7708935608,-3.2067774032
822,63.0,61.5,,,,,32.5412840571,-1.4237308539
823,225.0,,,,,,30.8938163334,-2.3321079738
824,225.0,62.0,,,,,31.2426560865,-8.7474428173
825,225.0,41.8,,,,,16.4785159824,-19.6581902365
826,225.0,,,,,,17.470007434,-20.4984159235
827,225.0,18.3,,,,,30.3739099919,-14.1640896339
828,63.0,,,,,,20.4951635439,-0.7803663157
829,63.0,,500.0,0.0,13.798055547025308,0.4923433435312626,34.1694703199,8.7829397633
830,63.0,11.1,,,,,15.8079263917,-7.282448694
831,63.0,14.6,,,,,15.6700228623,-7.6988480334
832,63.0,25.5,,,,,34.2354156585,4.0434712908
833,63.0,,,,,,25.3625235826,-1.0891805032
834,63.0,,,,,,35.181575177,-7.3305363308
835,63.0,12.5,,,,,33.9113300155,-4.4815788011
836,63.0,35.4,,,,,23.017342286,1.5049807217
837,63.0,22.4,,,,,24.8573050315,-7.4562079908
838,225.0,25.1,,,,,15.0881540277,-20.1256730501
839,63.0,0.0,,,,,25.405077623,3.2432768136
840,225.0,16.2,,,,,25.0093007351,-20.1928288975
841,225.0,11.9,,,,,22.7048184488,-17.930343108
842,225.0,81.2,,,,,21.0605865241,-21.9035696697
843,20.0,,500.0,4.8,12.91892203553721,0.4468078595813604,31.9203358233,-21.972842487
844,20.0,,500.0,4.8,15.57228862486992,0.2448695323584285,32.8642328864,-21.3238535203
845,20.0,,500.0,4.8,10.841636016975333,0.1066147872955642,31.2861145102,-22.3084783957
846,20.0,,500.0,4.8,16.31281669144046,0.4522586794492851,33.4531985274,-20.8065384833
847,225.0,,,,,,31.7952225284,-20.2762614839
848,225.0,,,,,,30.556267964,-21.0091226693
849,225.0,,,,,,31.2359726787,-20.656956532
850,225.0,,,,,,32.2396721409,-19.8718213965
851,225.0,,,,,,30.6679698188,-19.433391118
852,63.0,,,,,,32.0943856208,-6.1330253788
853,225.0,,,,,,30.5402901351,-6.4454132199
854,63.0,9.1,,,,,22.1160348512,-4.7233246607
855,225.0,,,,,,22.4809675314,-5.610985122
856,63.0,19.3,,,,,33.0640333551,-6.4306997513
857,225.0,50.2,,,,,22.640409221,-12.4178492201
858,63.0,,,,,,31.5261194312,0.9491701681
859,63.0,,,,,,29.9377415888,3.4944997398
860,63.0,,,,,,28.5100155888,4.1834733505
861,225.0,38.7,,,,,29.8077713063,0.409292195
862,63.0,43.0,,,,,29.6078102869,0.6043216776
863,63.0,23.7,,,,,20.7327839413,-0.4899269282
864,63.0,,,,,,26.6708836226,-2.5673709106
865,225.0,30.3,,,,,12.0462096919,-15.9163393099
866,225.0,23.3,,,,,17.6804318906,-9.226106317
867,380.0,10.0,,,,,21.9887383644,-12.5451844807
868,20.0,,,,,,22.7671220099,-7.7473631576
869,225.0,,,,,,22.9053473603,-7.2587643998
870,380.0,,,,,,22.9790868881,-7.4622652545
871,380.0,70.8,,,,,22.795410762,-11.4542244345
872,63.0,,,,,,38.2427584588,-6.8229281866
873,63.0,,,,,,39.5811048192,-6.7208082399
874,63.0,,,,,,39.6291917499,-7.2839884258
875,63.0,13.7,,,,,28.3482665363,-1.2270243684
876,225.0,25.8,,,,,24.2126827939,-20.2903738714
877,380.0,146.0,,,,,24.0225341289,-18.9291014856
878,63.0,16.9,,,,,29.4169202886,-8.799807071
879,63.0,18.3,,,,,33.3661548551,-11.7758109637
880,225.0,,,,,,27.7623084189,-12.2810035509
881,225.0,,,,,,31.4420559503,-13.13593053
882,380.0,,,,,,27.3833853807,-11.8609402798
883,63.0,,,,,,32.6083335844,-0.8237694761
884,20.0,,500.0,4.8,19.44570487920368,0.1164421120500408,32.0919112081,-23.4502193617
885,20.0,,500.0,4.8,18.912375349397387,0.238970162968173,31.7728708814,-23.5875284278
886,20.0,,500.0,4.8,18.785825797633912,0.2102616322528536,33.4976585776,-22.5931470952
887,20.0,,500.0,4.8,13.447516270069954,0.499867390296976,33.1484753754,-22.8473377889
888,20.0,,500.0,4.8,17.0310053204197,0.1903794952460252,32.7960988892,-23.0938879903
889,20.0,,500.0,4.8,15.27337604734885,0.2117932131425877,32.4115000446,-23.3007643674
890,225.0,,,,,,32.1046235546,-21.9306512111
891,225.0,,,,,,31.5370955784,-22.2209066888
892,225.0,,,,,,32.3716930357,-21.7401532804
893,225.0,,,,,,32.7079025788,-21.4982070155
894,225.0,,,,,,31.268823605,-22.3581544229
895,225.0,,,,,,31.7686385206,-22.088079918
896,225.0,,,,,,31.5836136738,-20.9552096254
897,20.0,,500.0,5.8,16.593169555805694,0.2421894488576619,32.3973378542,-3.6479600204
898,63.0,,500.0,5.8,12.682906336751032,0.1324888169634722,37.9972352286,-4.5105649249
899,63.0,,500.0,5.8,16.077670794182872,0.3204248654962351,36.4876541893,-4.4310098481
900,225.0,,,,,,31.0114148292,-4.6750234891
901,225.0,109.8,,,,,21.5354835052,-13.4683961115
902,225.0,162.70000000000002,,,,,18.5053239628,-5.3304657556
903,45.0,,500.0,1.7,10.4815737001462,0.1280232306772906,41.040571094,-11.0171447131
904,225.0,,,,,,28.313227629,-7.7165500086
905,63.0,,500.0,9.2,16.95500639424327,0.3450311779761092,25.9701802359,3.2603445097
906,225.0,14.5,,,,,26.2230654587,-20.2642837445
907,225.0,17.0,,,,,13.6921263369,-16.1482657542
908,63.0,13.4,,,,,19.141520804,-6.5964915246
909,225.0,,,,,,20.3874406471,-7.0146839171
910,225.0,106.0,,,,,36.6211140593,-17.8683317154
911,380.0,1.9,,,,,20.785125802,-7.6233557633
912,380.0,7.4,,,,,20.686741498,-7.7010321291
913,225.0,,,,,,16.2511111307,-5.5339035027
914,225.0,16.8,,,,,23.180851634,-16.9654101224
915,63.0,26.1,,,,,28.6628553497,0.436970995
916,63.0,32.8,,,,,33.4695157957,4.0199971403
917,63.0,,,,,,37.6440815892,-5.1806924157
918,63.0,27.0,,,,,18.1722618903,-4.2743248053
919,225.0,,,,,,19.8638888633,-5.4046724205
920,63.0,1.5,,,,,16.0248571867,-5.1180935569
921,225.0,22.7,,,,,21.5617420353,-18.3596845191
922,150.0,,,,,,15.519922817,-0.1972032212
923,225.0,,,,,,26.2258680485,1.5455040908
924,225.0,106.2,,,,,29.9883951779,-18.4188315019
925,225.0,,,,,,21.3946368499,-6.2025920686
926,225.0,,,,,,18.0310686268,-10.4811140165
927,380.0,,,,,,19.233146924,-10.4435154076
928,63.0,10.3,,,,,35.8904682294,1.2029948125
929,63.0,0.3,,,,,36.416309014,0.4336047911
930,63.0,22.1,,,,,35.6342940041,1.5268941137
931,63.0,3.6,,,,,17.110744299,-4.0522974202
932,380.0,,,,,,23.3049521926,-20.1628782158
933,380.0,,,,,,23.4228683152,-20.0459091074
934,380.0,,,,,,23.5561788399,-20.1500031434
935,380.0,,,,,,23.7298548884,-20.138687972
936,380.0,,,,,,23.8377313389,-20.0798209387
937,380.0,,,,,,23.1627316087,-20.0712120697
938,225.0,54.9,,,,,29.6610795838,-6.8400679827
939,63.0,,,,,,24.6840378859,-9.9928650172
940,380.0,,,,,,24.5553891643,-9.7449303508
941,380.0,,,,,,24.562983212,-9.7943464043
942,225.0,72.10000000000001,,,,,18.2429223058,-8.5968020747
943,225.0,54.2,,,,,16.9334570873,-16.7100040923
944,225.0,34.9,,,,,16.7649744473,-16.3505109357
945,63.0,10.0,,,,,31.5372233613,-6.4373065021
946,225.0,,,,,,29.988440547,-6.7137024515
947,20.0,,,,,,27.4426932011,-11.6712402454
948,225.0,,,,,,27.5088853666,-11.2373499244
949,380.0,,,,,,26.7470937412,-11.017196271
950,63.0,41.5,,,,,36.0860597969,0.971955878
951,225.0,51.4,,,,,25.8931760784,-23.2579172813
