Bus_no,vn_kv,load_p_mw,max_gen_p_mw,min_gen_p_mw,price_1,price_2,x_pos,y_pos
5393,220.0,,,,,,,
5398,220.0,,,,,,,
5408,220.0,,,,,,,
5411,220.0,,,,,,,
5415,220.0,,,,,,,
5416,220.0,,,,,,,
5417,220.0,,,,,,,
5418,380.0,,,,,,,
5419,380.0,,,,,,,
5439,220.0,,,,,,,
5453,220.0,,,,,,,
5456,220.0,,,,,,,
5458,380.0,,,,,,,
5459,380.0,,,,,,,
5467,220.0,,,,,,,
5475,220.0,,,,,,,
5479,380.0,,,,,,,
5480,220.0,,,,,,,
5484,380.0,,,,,,,
5486,220.0,,,,,,,
5488,380.0,,,,,,,
5500,220.0,,,,,,,
5517,220.0,,,,,,,
5520,220.0,,,,,,,
5523,220.0,,,,,,,
5527,220.0,,,,,,,
5531,220.0,,,,,,,
5544,220.0,,,,,,,
5548,220.0,,,,,,,
5562,220.0,,,,,,,
5565,220.0,,,,,,,
5569,220.0,,,,,,,
5571,220.0,,,,,,,
5572,220.0,,,,,,,
5584,220.0,,,,,,,
5587,380.0,,,,,,,
5608,220.0,,,,,,,
5614,220.0,,,,,,,
5625,220.0,,,,,,,
5628,220.0,,,,,,,
5639,220.0,,,,,,,
5646,380.0,,,,,,,
5651,220.0,,,,,,,
5656,380.0,,,,,,,
5662,220.0,,,,,,,
5664,220.0,,,,,,,
5684,220.0,,,,,,,
5686,220.0,,,,,,,
5689,220.0,,,,,,,
5693,220.0,,,,,,,
5697,220.0,,,,,,,
5707,380.0,,,,,,,
5710,220.0,,,,,,,
5718,220.0,,,,,,,
5721,220.0,,,,,,,
5733,220.0,,,,,,,
5736,220.0,,,,,,,
5741,220.0,,,,,,,
5751,220.0,,,,,,,
5762,220.0,,,,,,,
5779,380.0,,,,,,,
5787,220.0,,,,,,,
5797,220.0,,,,,,,
5801,220.0,,,,,,,
5812,220.0,,,,,,,
5834,220.0,,,,,,,
5835,380.0,,,,,,,
5851,220.0,,,,,,,
5854,220.0,,,,,,,
5855,220.0,,,,,,,
5879,220.0,,,,,,,
5889,220.0,,,,,,,
5905,220.0,,,,,,,
5916,220.0,,,,,,,
5924,220.0,,,,,,,
5933,220.0,,,,,,,
5938,220.0,,,,,,,
5942,220.0,,,,,,,
5955,220.0,,,,,,,
5969,380.0,,,,,,,
5981,380.0,,,,,,,
5985,220.0,,,,,,,
5988,220.0,,,,,,,
5991,220.0,,,,,,,
5992,220.0,,,,,,,
6008,220.0,,,,,,,
6029,220.0,,,,,,,
6034,380.0,,,,,,,
6039,220.0,,,,,,,
6051,220.0,,,,,,,
6069,220.0,,,,,,,
6099,220.0,,,,,,,
6102,220.0,,,,,,,
6108,220.0,,,,,,,
6110,220.0,,,,,,,
6112,220.0,,,,,,,
6113,220.0,,,,,,,
6117,220.0,,,,,,,
6144,220.0,,,,,,,
6149,220.0,,,,,,,
6151,380.0,,,,,,,
6161,220.0,,,,,,,
6166,220.0,,,,,,,
6176,220.0,,,,,,,
6192,220.0,,,,,,,
6197,380.0,,,,,,,
6201,220.0,,,,,,,
6204,380.0,,,,,,,
6217,220.0,,,,,,,
6218,220.0,,,,,,,
6222,380.0,,,,,,,
6229,220.0,,,,,,,
6230,220.0,,,,,,,
6238,220.0,,,,,,,
6244,380.0,,,,,,,
6250,220.0,,,,,,,
6251,220.0,,,,,,,
6265,220.0,,,,,,,
6269,220.0,,,,,,,
6288,220.0,,,,,,,
6289,220.0,,,,,,,
6304,220.0,,,,,,,
6306,220.0,,,,,,,
6311,220.0,,,,,,,
6329,220.0,,,,,,,
6330,220.0,,,,,,,
6335,380.0,,,,,,,
6349,220.0,,,,,,,
6355,220.0,,,,,,,
6366,220.0,,,,,,,
6369,220.0,,,,,,,
6374,220.0,,,,,,,
6380,220.0,,,,,,,
6382,220.0,,,,,,,
6403,220.0,,,,,,,
6414,220.0,,,,,,,
6424,220.0,,,,,,,
6425,380.0,,,,,,,
6427,220.0,,,,,,,
6428,220.0,,,,,,,
6448,220.0,,,,,,,
6453,220.0,,,,,,,
6470,220.0,,,,,,,
6472,220.0,,,,,,,
6473,380.0,,,,,,,
6476,220.0,,,,,,,
6484,220.0,,,,,,,
6493,220.0,,,,,,,
6508,220.0,,,,,,,
6514,220.0,,,,,,,
6519,220.0,,,,,,,
6530,220.0,,,,,,,
6550,220.0,,,,,,,
6553,380.0,,,,,,,
6554,220.0,,,,,,,
6561,220.0,,,,,,,
6563,220.0,,,,,,,
6568,220.0,,,,,,,
6579,380.0,,,,,,,
6610,220.0,,,,,,,
6614,220.0,,,,,,,
6617,220.0,,,,,,,
6622,380.0,,,,,,,
6627,220.0,,,,,,,
6628,220.0,,,,,,,
6634,220.0,,,,,,,
6636,220.0,,,,,,,
6637,220.0,,,,,,,
6646,220.0,,,,,,,
6662,220.0,,,,,,,
6673,220.0,,,,,,,
6682,220.0,,,,,,,
6689,220.0,,,,,,,
6690,220.0,,,,,,,
6695,220.0,,,,,,,
6712,220.0,,,,,,,
6721,220.0,,,,,,,
6728,220.0,,,,,,,
6732,220.0,,,,,,,
6733,380.0,,,,,,,
6735,220.0,,,,,,,
6736,380.0,,,,,,,
6740,220.0,,,,,,,
6742,220.0,,,,,,,
6755,380.0,,,,,,,
6761,220.0,,,,,,,
6770,220.0,,,,,,,
6771,220.0,,,,,,,
6783,220.0,,,,,,,
6789,220.0,,,,,,,
6800,220.0,,,,,,,
6804,220.0,,,,,,,
6805,220.0,,,,,,,
6814,220.0,,,,,,,
6818,220.0,,,,,,,
6826,220.0,,,,,,,
6829,220.0,,,,,,,
6835,220.0,,,,,,,
6840,220.0,,,,,,,
6842,220.0,,,,,,,
6843,220.0,,,,,,,
6844,220.0,,,,,,,
6850,220.0,,,,,,,
6852,220.0,,,,,,,
6855,380.0,,,,,,,
6878,220.0,,,,,,,
6885,220.0,,,,,,,
6886,220.0,,,,,,,
6887,380.0,,,,,,,
6889,220.0,,,,,,,
6895,380.0,,,,,,,
6899,380.0,,,,,,,
6906,220.0,,,,,,,
6907,220.0,,,,,,,
6919,380.0,,,,,,,
6920,220.0,,,,,,,
6924,220.0,,,,,,,
6938,220.0,,,,,,,
6945,220.0,,,,,,,
6950,220.0,,,,,,,
6952,220.0,,,,,,,
6959,220.0,,,,,,,
6967,220.0,,,,,,,
6980,220.0,,,,,,,
6987,220.0,,,,,,,
6988,220.0,,,,,,,
7012,220.0,,,,,,,
7017,220.0,,,,,,,
7019,220.0,,,,,,,
7028,220.0,,,,,,,
7034,220.0,,,,,,,
7040,220.0,,,,,,,
7045,220.0,,,,,,,
7047,220.0,,,,,,,
7048,220.0,,,,,,,
7050,220.0,,,,,,,
7054,380.0,,,,,,,
7067,220.0,,,,,,,
7068,220.0,,,,,,,
7074,220.0,,,,,,,
7090,220.0,,,,,,,
7096,220.0,,,,,,,
7113,220.0,,,,,,,
7117,220.0,,,,,,,
7122,220.0,,,,,,,
7127,220.0,,,,,,,
7130,220.0,,,,,,,
7131,220.0,,,,,,,
7142,220.0,,,,,,,
7146,220.0,,,,,,,
7157,380.0,,,,,,,
7160,220.0,,,,,,,
7161,220.0,,,,,,,
7162,380.0,,,,,,,
7163,220.0,,,,,,,
7176,220.0,,,,,,,
7181,380.0,,,,,,,
7200,220.0,,,,,,,
7207,220.0,,,,,,,
7220,220.0,,,,,,,
7224,220.0,,,,,,,
7229,220.0,,,,,,,
7251,220.0,,,,,,,
7254,220.0,,,,,,,
7257,220.0,,,,,,,
7262,220.0,,,,,,,
7264,220.0,,,,,,,
7265,380.0,,,,,,,
7271,220.0,,,,,,,
7272,220.0,,,,,,,
7280,380.0,,,,,,,
7282,220.0,,,,,,,
7287,220.0,,,,,,,
7307,220.0,,,,,,,
7314,220.0,,,,,,,
7323,220.0,,,,,,,
7325,220.0,,,,,,,
7326,380.0,,,,,,,
7336,220.0,,,,,,,
7339,220.0,,,,,,,
7340,220.0,,,,,,,
7349,220.0,,,,,,,
7351,220.0,,,,,,,
7359,220.0,,,,,,,
7365,220.0,,,,,,,
7371,220.0,,,,,,,
7375,220.0,,,,,,,
7378,380.0,,,,,,,
7394,220.0,,,,,,,
7420,220.0,,,,,,,
7435,220.0,,,,,,,
7436,220.0,,,,,,,
7462,220.0,,,,,,,
7464,220.0,,,,,,,
7469,380.0,,,,,,,
7471,220.0,,,,,,,
7472,220.0,,,,,,,
7483,220.0,,,,,,,
7489,220.0,,,,,,,
7493,220.0,,,,,,,
7505,220.0,,,,,,,
7511,380.0,,,,,,,
7517,220.0,,,,,,,
7518,380.0,,,,,,,
7520,380.0,,,,,,,
7521,220.0,,,,,,,
7528,380.0,,,,,,,
7535,380.0,,,,,,,
7537,220.0,,,,,,,
7539,380.0,,,,,,,
7569,220.0,,,,,,,
7574,220.0,,,,,,,
7575,220.0,,,,,,,
7577,220.0,,,,,,,
7578,220.0,,,,,,,
7580,220.0,,,,,,,
7581,220.0,,,,,,,
7597,220.0,,,,,,,
7622,220.0,,,,,,,
7624,220.0,,,,,,,
7633,220.0,,,,,,,
7638,380.0,,,,,,,
7639,220.0,,,,,,,
7645,220.0,,,,,,,
7651,220.0,,,,,,,
7661,220.0,,,,,,,
7689,380.0,,,,,,,
7692,220.0,,,,,,,
7695,220.0,,,,,,,
7698,220.0,,,,,,,
7700,220.0,,,,,,,
7724,220.0,,,,,,,
7736,220.0,,,,,,,
7750,220.0,,,,,,,
7764,220.0,,,,,,,
7768,220.0,,,,,,,
7770,220.0,,,,,,,
7773,220.0,,,,,,,
7774,380.0,,,,,,,
7776,380.0,,,,,,,
7789,220.0,,,,,,,
7795,220.0,,,,,,,
7806,380.0,,,,,,,
7807,220.0,,,,,,,
7822,220.0,,,,,,,
7829,380.0,,,,,,,
7838,220.0,,,,,,,
7840,380.0,,,,,,,
7845,220.0,,,,,,,
7855,220.0,,,,,,,
7860,220.0,,,,,,,
7863,220.0,,,,,,,
7871,220.0,,,,,,,
7879,220.0,,,,,,,
7881,220.0,,,,,,,
7883,220.0,,,,,,,
7884,220.0,,,,,,,
7890,220.0,,,,,,,
7893,220.0,,,,,,,
7901,220.0,,,,,,,
7903,380.0,,,,,,,
7911,380.0,,,,,,,
7921,220.0,,,,,,,
7935,220.0,,,,,,,
7941,220.0,,,,,,,
7943,220.0,,,,,,,
7953,220.0,,,,,,,
7959,220.0,,,,,,,
7965,220.0,,,,,,,
7970,220.0,,,,,,,
7972,220.0,,,,,,,
7980,220.0,,,,,,,
7986,380.0,,,,,,,
7987,220.0,,,,,,,
7992,220.0,,,,,,,
7996,380.0,,,,,,,
8003,220.0,,,,,,,
8028,380.0,,,,,,,
8033,220.0,,,,,,,
8041,220.0,,,,,,,
8055,220.0,,,,,,,
8058,220.0,,,,,,,
8102,220.0,,,,,,,
8105,220.0,,,,,,,
8107,380.0,,,,,,,
8110,220.0,,,,,,,
8126,380.0,,,,,,,
8149,220.0,,,,,,,
8156,220.0,,,,,,,
8163,220.0,,,,,,,
8178,220.0,,,,,,,
8187,220.0,,,,,,,
8188,220.0,,,,,,,
8189,220.0,,,,,,,
8193,380.0,,,,,,,
8198,380.0,,,,,,,
8207,220.0,,,,,,,
8212,220.0,,,,,,,
8220,380.0,,,,,,,
8223,220.0,,,,,,,
8248,220.0,,,,,,,
8253,220.0,,,,,,,
8263,220.0,,,,,,,
8265,380.0,,,,,,,
8289,220.0,,,,,,,
8291,220.0,,,,,,,
8292,220.0,,,,,,,
8305,220.0,,,,,,,
8308,220.0,,,,,,,
8309,220.0,,,,,,,
8310,380.0,,,,,,,
8314,220.0,,,,,,,
8326,220.0,,,,,,,
8329,220.0,,,,,,,
8332,380.0,,,,,,,
8345,380.0,,,,,,,
8359,220.0,,,,,,,
8365,220.0,,,,,,,
8367,220.0,,,,,,,
8371,220.0,,,,,,,
8395,220.0,,,,,,,
8403,220.0,,,,,,,
8404,220.0,,,,,,,
8409,220.0,,,,,,,
8437,220.0,,,,,,,
8446,220.0,,,,,,,
8456,380.0,,,,,,,
8464,220.0,,,,,,,
8465,220.0,,,,,,,
8466,380.0,,,,,,,
8471,220.0,,,,,,,
8473,220.0,,,,,,,
8475,220.0,,,,,,,
8476,220.0,,,,,,,
8483,220.0,,,,,,,
8484,380.0,,,,,,,
8485,380.0,,,,,,,
8492,380.0,,,,,,,
8495,220.0,,,,,,,
8505,220.0,,,,,,,
8509,220.0,,,,,,,
8513,220.0,,,,,,,
8520,220.0,,,,,,,
8533,220.0,,,,,,,
8540,220.0,,,,,,,
8544,220.0,,,,,,,
8558,380.0,,,,,,,
8562,220.0,,,,,,,
8566,220.0,,,,,,,
8576,220.0,,,,,,,
8590,220.0,,,,,,,
8624,220.0,,,,,,,
8625,220.0,,,,,,,
8626,220.0,,,,,,,
8634,220.0,,,,,,,
8649,220.0,,,,,,,
8651,220.0,,,,,,,
8654,220.0,,,,,,,
8667,220.0,,,,,,,
8668,220.0,,,,,,,
8670,380.0,,,,,,,
8674,220.0,,,,,,,
8675,220.0,,,,,,,
8681,220.0,,,,,,,
8687,220.0,,,,,,,
8689,220.0,,,,,,,
8702,220.0,,,,,,,
8705,220.0,,,,,,,
8709,220.0,,,,,,,
8719,380.0,,,,,,,
8720,220.0,,,,,,,
8730,220.0,,,,,,,
8741,220.0,,,,,,,
8746,220.0,,,,,,,
8761,380.0,,,,,,,
8763,220.0,,,,,,,
8785,220.0,,,,,,,
8786,220.0,,,,,,,
8789,220.0,,,,,,,
8793,220.0,,,,,,,
8802,220.0,,,,,,,
8805,220.0,,,,,,,
8806,220.0,,,,,,,
8807,220.0,,,,,,,
8816,220.0,,,,,,,
8823,380.0,,,,,,,
8827,220.0,,,,,,,
8832,220.0,,,,,,,
8833,220.0,,,,,,,
8841,220.0,,,,,,,
8844,220.0,,,,,,,
8851,220.0,,,,,,,
8852,220.0,,,,,,,
8858,220.0,,,,,,,
8862,220.0,,,,,,,
8870,380.0,,,,,,,
8871,220.0,,,,,,,
8872,220.0,,,,,,,
8875,220.0,,,,,,,
8877,220.0,,,,,,,
8884,380.0,,,,,,,
8885,380.0,,,,,,,
8891,220.0,,,,,,,
8898,220.0,,,,,,,
8901,380.0,,,,,,,
8904,220.0,,,,,,,
8911,220.0,,,,,,,
8928,220.0,,,,,,,
8929,380.0,,,,,,,
8945,220.0,,,,,,,
8948,220.0,,,,,,,
8959,220.0,,,,,,,
8973,220.0,,,,,,,
8974,220.0,,,,,,,
8978,220.0,,,,,,,
8987,220.0,,,,,,,
8990,220.0,,,,,,,
8995,380.0,,,,,,,
8997,220.0,,,,,,,
9000,220.0,,,,,,,
9009,220.0,,,,,,,
9010,220.0,,,,,,,
9012,220.0,,,,,,,
9016,220.0,,,,,,,
9017,220.0,,,,,,,
9019,220.0,,,,,,,
9031,220.0,,,,,,,
9043,220.0,,,,,,,
9049,220.0,,,,,,,
9057,220.0,,,,,,,
9063,380.0,,,,,,,
9064,220.0,,,,,,,
9065,220.0,,,,,,,
9089,220.0,,,,,,,
9099,380.0,,,,,,,
9106,220.0,,,,,,,
9107,220.0,,,,,,,
9110,220.0,,,,,,,
9117,220.0,,,,,,,
9126,220.0,,,,,,,
9128,220.0,,,,,,,
9129,220.0,,,,,,,
9135,220.0,,,,,,,
9138,220.0,,,,,,,
9148,380.0,,,,,,,
9153,220.0,,,,,,,
9156,220.0,,,,,,,
9162,220.0,,,,,,,
9171,220.0,,,,,,,
9172,380.0,,,,,,,
9174,220.0,,,,,,,
9178,220.0,,,,,,,
9179,220.0,,,,,,,
9183,220.0,,,,,,,
9187,220.0,,,,,,,
9189,220.0,,,,,,,
9201,380.0,,,,,,,
9211,380.0,,,,,,,
9215,220.0,,,,,,,
9220,380.0,,,,,,,
9229,220.0,,,,,,,
9239,220.0,,,,,,,
